name,latitude,longitude,address
Perkebunan Sirah Kencong,-7.9761368,112.4279572,"Desa Ngadirenggo, Kec. Wlingi, Kabupaten Blitar Blitar"
Rambut Monte,-7.9619272,112.3677742,"Desa Krisik, Kec. Gandusari, Kabupaten Blitar Blitar"
Badher Bank,-8.1697787,112.354067,"Ds. Tawangrejo Kec. Binangun, Kabupaten Blitar Blitar"
Blitar Park,-8.0699373429831,112.20251692802,"Desa Pojok, Kec. Garum, Kabupaten Blitar Blitar"
Bukit Bunda,-8.1646345,112.1273245,Kabupaten Blitar Blitar
Bukit Telletubies,-7.9588759,112.235687,Kabupaten Blitar Blitar
Istana Sakura,-8.0339696,112.2506032,"Desa Sidodadi, Kec. Garum, Kabupaten Blitar Blitar"
Jati Park,-7.8982397,111.7796313,"Desa Plumbangan Kec. Doko, Kabupaten Blitar Blitar"
Kaloka Lodoyo,-8.1532263,112.2675547,Kabupaten Blitar Blitar
Kampung 1001,-8.1095414,112.2271141,"Desa Sawentar, Kec. Kanigoro, Kabupaten Blitar Blitar"
Kampung Coklat,-8.1567687,112.1696013,"Desa Plosorejo, Kec. Kademangan, Kabupaten Blitar Blitar"
Kampung Wisata Turi Putih,-8.0273972,111.9990106,Kabupaten Blitar Blitar
Kawasan Wisata Ngreco Lahor,-8.1443766,112.4512767,Kabupaten Blitar Blitar
Kawasan Wisata Olak-Alen,-8.1349737,112.4276933,Kabupaten Blitar Blitar
Kesambi Trees Park,-8.0671147,112.1192068,Kabupaten Blitar Blitar
Kolam Renang Penataran,-8.0132658,112.2083165,"Desa Penataran, Kec. Nglegok, Kabupaten Blitar Blitar"
Konyar Hill,-8.1462143,112.3953452,Kabupaten Blitar Blitar
Monumen Trisula,-8.2595069,112.072049,"Desa Bakung, Kec. Bakung, Kabupaten Blitar Blitar"
Taman Ayu Gogoniti,-8.0676598,112.410386,"Desa Sukorejo Kesamben, Kabupaten Blitar Blitar"
Wisata Negeri Dongeng,-8.0533518,112.0992182,"Desa Kawedusan, Kec. Ponggok, Kabupaten Blitar Blitar"
Desa Wisata Plumbangan,-8.0637457,112.3504453,Kabupaten Blitar Blitar
KWE Puspa Jagad,-7.9917741,112.3424759,"Desa Semen Kec. Gandusari, Kabupaten Blitar Blitar"
Agrowisata Belimbing,-7.1274866222391,111.82709412176,Kabupaten Bojonegoro Bojonegoro
Kebun Kopi Kalisat Jampit,-8.0146753099089,114.11159211377,Kabupaten Bondowoso Bondowoso
Air Terjun Blawan,-7.9852007237092,114.17611679842,"Ds. Kalianyar, Kec. Ijen, Kabupaten Bondowoso Bondowoso"
Air terjun Gentongan,-8.023039816246,114.18163174444,"Ds. Kalianyar, Kec. Ijen, Kabupaten Bondowoso Bondowoso"
Air Terjun Goa Tunggal,-7.6718974962164,113.7496521564,"Sumbercanting, Kec. Wringin, Kabupaten Bondowoso Bondowoso"
Air Terjun Tancak Kembar,-7.9337478453419,113.69599262313,"Ds. Andungsari, Kec. Pakem, Kabupaten Bondowoso Bondowoso"
Arung Jeram Bosamba,-7.8742235301783,113.88691386958,"Kec. Taman Krocok, Kabupaten Bondowoso Bondowoso"
Batu So&#039;on Solor,-7.8582447730896,114.07725621335,"Ds. Solor, Kec. Cermee, Kabupaten Bondowoso Bondowoso"
Bosamba Rafting,-7.8743085515757,113.88684949656,Kabupaten Bondowoso Bondowoso
Bukit Mahadewa,-7.9385550311014,113.76510953124,"Ds. Kupang, Kec. Curah Dami, Kabupaten Bondowoso Bondowoso"
Hutan Pelangi Sumberwringin,-7.987122427047,114.00095850899,"Kec. Sumberwringin, Kab. Bondowoso Bondowoso"
Kalipait,-8.0622362155535,114.21633276546,"Curah Macan, Ds. Kalianyar, Kec. Ijen, Kabupaten Bondowoso Bondowoso"
Kawah Ijen,-8.0730723639879,114.22345571006,"Desa Kalianyar, Kabupaten Bondowoso Bondowoso"
Kawah Wurung,-8.0645822259365,114.16144211335,"Ds. Kalianyar, Kec. Ijen, Kabupaten Bondowoso Bondowoso"
Black Lava Plalangan,-8.0095339416092,114.15232496732,"Jl. Kawah Ijen, Kalianyar, Kec. Ijen, Kabupaten Bondowoso Bondowoso"
Patirana P28,-7.9758125680179,113.74132268451,"Kec. Grujugan, Kabupaten Bondowoso Bondowoso"
Pemandian Air Panas Blawan,-7.9870719723884,114.1745795152,"Ds. Kalianyar, Kec. Ijen, Kabupaten Bondowoso Bondowoso"
Pemandangan Arak Arak,-7.7914093688724,113.74310459985,"Jl. Raya Wringin, Ds. Sumbercanting, Kec. Wringin, Kabupaten Bondowoso Bondowoso"
Pendakian Gunung Raung,-8.124728177761,114.04583305356,"Kec. Tlogosari, Kabupaten Bondowoso Bondowoso"
Perkebunan Kopi Arabica,-7.967109662374,114.02026998266,"Jl. Kawah Ijen, Ds. Sukorejo, Kec. Sumberwringin, Kabupaten Bondowoso Bondowoso"
Puncak Megasari,-8.0020333337874,114.12083812499,"Kec. Ijen, Kabupaten Bondowoso Bondowoso"
Potreh Koning,-7.7884858723059,113.73931845433,"Kec. Suboh, Kabupaten Situbondo, Jawa Timur 68354 Bondowoso"
River Tubing Tlogosari,-7.984335635592,113.94784589492,"Kec. Tlogosari, Kabupaten Bondowoso Bondowoso"
Guest House Jampit,-8.0749495594237,114.13958272314,"Jampit, Kec. Ijen, Kabupaten Bondowoso Bondowoso"
Pemandian Al Amin,-7.9392554003188,113.84949110964,"Jl. Raya Pakisan, Krajan I, Kajar, Kec. Tenggarang, Kabupaten Bondowoso Bondowoso"
Pemandian Air Panas Blawan,-7.9873388992376,114.17411940964,"Ds. Kalianyar, Kec. Ijen, Kabupaten Bondowoso Bondowoso"
Pemandian Tasnan Baru,-7.9814147459642,113.8035480115,"Ds. Taman, Kec. Grujugan, Kabupaten Bondowoso Bondowoso"
Pemandian Renang Karisma,-7.8904967582243,113.88607335382,"Kapuran, Kec. Wonosari, Kabupaten Bondowoso Bondowoso"
Pemandian Kelapa Gading,-7.9249808460493,113.84490295382,Kabupaten Bondowoso Bondowoso
Pemandian WOW Putra Demang,-7.8244116285925,113.96569952684,"Besuk, Kec. Klabang, Kabupaten Bondowoso Bondowoso"
Pusat Informasi Megalitik Bondowoso,-7.9963771423877,113.79488198833,"Pekauman, Kec. Grujugan, Kabupaten Bondowoso Bondowoso"
Kebun Raya Silvopastura Sumber Salak,-7.9539253669452,113.77408898331,"Sumber Salak, Kec. Curahdami, Kabupaten Bondowoso Bondowoso"
Rest Area Saung Naga,-7.950772900303,113.99181672588,"Jl. Kawah Ijen, Area Sawah/Kebun, Rejo Agung, Kec. Sumberwringin, Kabupaten Bondowoso Bondowoso"
Wisata Bukit Luwih,-7.8379987651532,113.93496206731,"Kec. Tapen, Kabupaten Bondowoso Bondowoso"
Wisata Desa Agrapana,-7.8980484342674,113.89488748451,"Sumberkalong, Kec. Wonosari, Kabupaten Bondowoso Bondowoso"
Wisata Desa Kave Melok,-8.0334839496888,113.8326418,Kabupaten Bondowoso Bondowoso
Sky Garden Wonoboyo,-7.7948710895003,113.87618532313,"Wonoboyo, Kec. Klabang, Kabupaten Bondowoso Bondowoso"
Wisata Rumah Selfie Penambangan,-7.9184703183061,113.79394503675,"Penambangan, Kec. Curah Dami, Kabupaten Bondowoso Bondowoso"
Batik Sumbersari / The Waroeng,-8.0324892934782,113.77886248081,"Sumbersari, Maesan, Pasar, Sumbersari, Kec. Maesan, Kabupaten Bondowoso Bondowoso"
Goa Bhuto Sumber Wringin,-7.9799043811976,113.99439397171,Kabupaten Bondowoso Bondowoso
Makam Ki Ronggo,-7.8993056807637,113.82809268081,"Makam R. Bagus Assrakertonegoro, Jl. Mandiro Sekarputih, Purnama, Sekarputih, Kec. Tegalampel, Kabupaten Bondowoso Bondowoso"
Makam Kiai Mas Prajekan,-7.7902163557006,113.98223810081,Kabupaten Bondowoso Bondowoso
Makam Mbah Singo,-7.8471716944665,113.95931515985,Kabupaten Bondowoso Bondowoso
Museum Kereta Api Bondowoso,-7.7691507886638,113.8190525592,"Kademangan, Kec. Bondowoso, Kabupaten Bondowoso Bondowoso"
Padepokan Seni Gema Buana,-7.8006266202032,113.97944304068,"Seraten I, Prajekan Kidul, Kec. Prajekan, Kabupaten Bondowoso Bondowoso"
Desa Wisata Organik Lombok Kulon,-7.9417120040807,113.89146551875,"Krajan, Lombok Kulon, Kec. Wonosari, Kabupaten Bondowoso Bondowoso"
Desa Wisata Tirta Agung,-7.9787998886894,113.98341898513,"Sukosari Kidul, Kec. Sumberwringin, Kabupaten Bondowoso Bondowoso"
Desa Wisata Penambangan Kampung Indian,-7.918416241914,113.79394796269,"Penambangan, Kec. Curah Dami, Kabupaten Bondowoso Bondowoso"
Desa Wisata Kreatif Nangkaan,-7.9293336782699,113.80442773147,Kabupaten Bondowoso Bondowoso
Lampata Patek Desa Walidono,-7.7906173695175,113.96188870501,"Walidono, Kec. Prajekan, Kabupaten Bondowoso Bondowoso"
Teduh Glamping,-7.9821303152595,113.99742005644,"Sumberwringin, Kec. Sumberwringin, Kabupaten Bondowoso Bondowoso"
Desa Ramban Kulon,-7.7776600506397,114.01781152499,"Jl. Cermee No.4, Krajan II, Ramban Kulon, Kec. Cermee, Kabupaten Bondowoso Bondowoso"
Desa Pekauman,-8.0006223329425,113.79551599615,"Krajan I, Pekauman, Kec. Grujugan, Kabupaten Bondowoso Bondowoso"
Air Panas Kepuh,-5.7651366874542,112.72290983622,Desa Kepuhlegundi Kecamatan Tambak Pulau Bawean Gresik
Air Panas Sawahmulya,-5.8432100866566,112.66236110852,Dusun Kebundaya Desa Sawahmulya Kecamatan Sangkapura Bawean Gresik
Air Panas Sungarujing,-5.852638501892,112.68109932615,Dusun Taubat Desa Sungairujing Kecamatan Sangkapura Gresik
Air Terjun Kuduk-Kuduk,-5.8163432555628,112.65106221271,Desa Patar Selamat Kecamatan Sangkapura Bawean Gresik
Air Terjun Laccar,-5.8070341268386,112.69295073888,Desa Kebun Teluk Dalam Kecamatan Sangkapura Bawean Gresik
Air Terjun Teluk Jati Lawang,-5.7773435629286,112.59552485962,Desa Teluk Jati Dawang Kecamatan Sangkapura Bawean Gresik
Bukit Surowiti,-6.9356714209158,112.46463762235,Desa Surowiti Kecamatan Panceng Gresik Gresik
Danau Kastoba,-5.7712561570273,112.67174735001,Desa Paromaan Kecamatan Sangkapura Bawean Gresik
Mangrove Hijau Daun,-5.8467835442309,112.70663739926,Desa Sidogedungbatu Kecamatan Sangkapura Bawean Gresik
Muara Bengawan Solo,-6.8898591668638,112.60894781775,Kabupaten Gresik Gresik
Pantai Delegan Wisid,-6.8921251984865,112.46599535832,Desa Dalegan Kecamatan Panceng Gresik Gresik
Pantai Kerong Mambhul,-5.7887164026583,112.74098195226,Kabupaten Gresik Gresik
Pantai Labuhan,-5.7305960684392,112.67539035075,Desa Tanjung Ori Kecamatan Tambak Bawean Gresik
Pantai Mayang Kara,-5.7361914402794,112.7182546713,Desa Kepuhteluk Kecamatan Tambak Bawean Gresik
Pantai Ria,-5.7953675346655,112.58470210493,Desa Dekatagung Kecamatan Sangkapura Bawean Gresik
Pantai Terusan (Wisata Bahari Selayar),-5.8570570635995,112.68568050946,"Dusun Taubat, Kecamatan Sangkapura, Bawean Gresik"
Pasir Putih Sukakoneng,-5.7489958294514,112.61573950613,Desa Sukaoneng Kecamatan tambak Bawean Gresik
Pulau Cina,-5.7745028685137,112.58622388889,Desa Teluk Jatidawang Kecamatan Tambak Bawean Gresik
Pulau Gili,-5.8041671301459,112.77082028173,Desa Sidogedungbatu Kecamatan Sangkapura Bawean Gresik
Pulau Gili Barat,-5.806887634396,112.57595903559,Desa Dekatagung Kecamatan Sangkapura Bawean Gresik
Pulau Noko Selayar,-5.8712411845391,112.70597058882,Desa Sungairujing Kecamatan Sangkapura Bawean Gresik
Pulau Noko Gili,-5.811865964189,112.76842853627,Desa Sungairujing Kecamatan Sangkapura Bawean Gresik
Pulau Selayar,-5.8630212409995,112.68710390414,"Dusun Taubat, Kecamatan Sangkapura, Bawean Gresik"
Tanjung Geen,-5.8441755732329,112.5774049709,Desa Kumelasa Kecamatan Sangkapura Bawean Gresik
Wisata Alam Gosari,-6.9356711805511,112.50718036603,Desa Gosari Kecamatan Ujungpangkah Gresik Gresik
Wisata Banyubiru Lowayu,-6.9798119003672,112.41758330988,Desa Lowayu Kecamatan Dukun Gresik Gresik
Wisata Sambipondok,-6.9731253976112,112.52586068896,Desa Sambipondok Sidayu Gresik Gresik
Wisata Selo Tirto Giri,-6.9494846916588,112.50649632777,Desa Sekapuk Kecamatan Ujungpangkah Gresik Gresik
Edu Wisata Lontar Sewu,-7.2387789387735,112.58322523926,"Desa Hendrosari, Kecamatan Menganti Gresik Gresik"
Penangkaran Rusa,-5.8029049802642,112.61137066189,Desa Pudakit Timur Kecamatan Sangkapura Bawean Gresik
Wisata Pendidikan Perpus. Daerah,-7.1616904031072,112.65353501342,Jl. Jaksa Agung Suprapto 20 Gresik Gresik
Kampung Kemasan,-7.1531545610101,112.65603008874,Jl. Nyai Ageng Arem - Arem Gg. III Kebungson Gresik Gresik
Kuburan Panjang,-7.1199433679476,112.59538388474,Jl. Siti Fatimah Binti Maimun Desa Leran Kecamatan Manyar Gresik Gresik
Makam Cokrokusumo,-5.8453940482137,112.65287518714,Dusun Nagasari Desa Sungaiteluk Kecamatan Sangkapura Bawean Gresik
Makam  Dewi Sekardadu,-7.1826036173001,112.63663209562,Jl. Dewi Sekardadu Desa Sidomoro Kecamatan Kebomas Gresik Gresik
Makam Jujuk Campa,-5.8289096900827,112.59479155313,Desa Kumalasa Kecamatan Sangkapura Bawean Gresik
Makam Jujuk Tampo,-5.8076909300124,112.6122611608,Desa Pudakit Barat Kecamatan Sangkapura Bawean Gresik
Makam M.M. Ibrahim,-7.1600889359081,112.65651263627,Jl. Malik Ibrahim Gapurosukolilo Gresik Gresik
Makam Mulana Umar Mas'ud,-5.8453083157271,112.65787756221,Komplek Masjid Jami&amp;#039; Desa Kotakusuma Kecamatan Sangkapura Bawean Gresik
Makam Nyai Ageng Pinatih,-7.1536636643015,112.65799703198,Jl. KH Kholil Desa Kebungson Gresik Gresik
Makam Pangeran Purbonegoro,-5.8408977404016,112.65942746466,Dusun Gunung Malokok Desa Sawahmulya Kecamatan Sangkapura Bawean Gresik
Makam Pusponegoro,-7.1602409456324,112.65614277921,Komplek Makam Maulana Malik Ibrahim Jl. Malik Ibrahim Gapurosukolilo Gresik Gresik
Makam Raden Santri,-7.1556996882431,112.65622578351,Jl. Raden Santri Desa Pakelingan Gresik Gresik
Makam Siti Fatimah,-7.1199433679476,112.59538388474,Jl. Siti Fatimah Binti Maimun Desa Leran Kecamatan Manyar Gresik Gresik
Makam Sunan Giri,-7.1689799320484,112.6311857928,Jl. Sunan Giri Desa Giri Gresik Gresik
Makam Sunan Prapen,-7.167433398886,112.62859014921,Jl. Sunan Prapen Desa Klangonan Kecamatan Kebomas Gresik Gresik
Makam Waliyah Zaenab,-5.7358744270633,112.69922640257,"Desa Diponggo, Tambak Kecamatan Sangkapura Bawean Gresik"
Museum Sunan Giri,-7.1702459330342,112.63058657729,Jl. Sunan Giri Desa Giri Kecamatan Kebomas Gresik Gresik
Putri Cempo,-7.1752763365914,112.64117932877,Desa Gending Kecamatan Kebomas Gresik Gresik
Situs Giri Kedaton,-7.1727689199618,112.63295274883,Jl. Sunan Giri Desa Giri XIII Desa Sidomukti Kecamatan Kebomas Gresik
Wisata Pasir Putih Dalegan,-6.8921251984865,112.46599535832,Desa Dalegan Kecamatan Panceng Kabupaten Gresik Gresik
Desa Wisata Doudo,-6.9554686332707,112.49847528989,Desa Doudo Kecamatan Panceng Kabupaten Gresik Gresik
Desa Wisata Sekapuk,-6.9491686754561,112.50649855318,Desa Sekapuk Kecamatan Ujungpangkah Kabupaten Gresik Gresik
Desa Wisata Gosari,-6.9413351992784,112.50961619446,Desa Gosari Kecamatan Ujungpangkah Gresik Gresik
Desa Wisata Hendrosari,-7.2330677252546,112.58563622778,"Desa Hendrosari, Kecamatan Menganti Gresik Gresik"
Desa Wisata Sidokumpul,-7.1742113833873,112.64466054626,"Jl. Kramat Langon  Gg. IV B, Sumberrejo, Sidokumpul, Kec. Gresik Gresik"
Desa Wisata Giri,-7.172841203849,112.62258350162,"Jetak, Giri, Kec. Gresik, Kabupaten Gresik Gresik"
Desa Wisata Manyarsidomukti,-7.1052396050237,112.60692868028,"Desa Manyarsidomukti, Kecamatan Manyar, Kabupaten Gresik Gresik"
Desa Wisata Kemangi,-7.0206368540196,112.57188931358,"Kemangi, Kec. Bungah, Kabupaten Gresik Gresik"
Desa Wisata Surowiti,-6.9358611298137,112.47401461697,Desa Surowiti Kecamatan Panceng Gresik Gresik
Desa Wisata Pangkahwetan,-6.9145228326957,112.55901814431,Kabupaten Gresik Gresik
Desa Wisata Pangkahkulon,-6.9188022484985,112.54635134688,Kabupaten Gresik Gresik
Desa Wisata Sambi Pondok,-6.9731253976112,112.52586068896,Desa Sambipondok Sidayu Gresik Gresik
Air Terjun Tancak,-8.0653213019281,113.61857160055,"Area Pegunungan Argop, Suci, Kec. Panti, Kabupaten Jember, Jawa Timur 68153 Jember"
Pantai Nanggelan,-8.4550537,113.63451,"Jalan Cangak Indah, Curahnongko, Tempurejo, Area Hutan, Curahnongko, Kec. Tempurejo, Kabupaten Jember, Jawa Timur 68173 Jember"
Pantai Tanjung Papuma,-8.4310054,113.5559703,Ds. Lojejer Kec. Wuluhan 40 Km arah selatan kota Jember Jember
Pantai Watu Ulo,-8.4252862,113.5567471,"Sumberejo, Kec. Ambulu, Kabupaten Jember, Jawa Timur 68172 Jember"
Kampung Wisata  Belajar Tanoker,-8.1381871,113.8659127,"Jl. Bungur No. 73 Timur, Jl. Simpang Tiga, Pasar, Ledokombo, Kec. Ledokombo, Kabupaten Jember, Jawa Timur 68196 Jember"
Pemandian Patemon,-8.1486338,113.4590323,"Krajan II, Patemon, Kec. Tanggul, Kabupaten Jember, Jawa Timur 68155 Jember"
Wisata Rembangan,-8.0785442,113.6863468,"Jl. Rembangan, Darungan, Kemuning Lor, Kec. Arjasa, Kabupaten Jember, Jawa Timur 68191 Jember"
Tiara Jember Park Waterboom,-8.1662939,113.7281353,"Jalan Kaliurang, Sumbersari, Krajan Barat, Sumbersari, Kabupaten Jember, Jawa Timur 68124 Jember"
Candi Rimbi,-7.6737757433587,112.34315970173,"Ngrimbi, Kec. Bareng, Kabupaten Jombang Jombang"
Bukit Dhoho Indah,-7.7715472,111.93873611111,Desa Tiron Kec. Banyakan Kabupaten Kediri Kediri
Gunung Kelud,-7.9264472,112.23570277778,Desa Sugih Waras Kec. Ngancar Kabupaten Kediri Kediri
Wana Wisata Sumber Podang,-7.8245417,111.88666944444,Desa Joho Kec. Semen Kabupaten Kediri Kediri
Gumul Paradise Island,-7.8116806,112.06116944444,"Jl. Simpang Lima Gumul Barat Desa Sumberejo, Kec. Ngasem Kabupaten Kediri Kediri"
Gronjong Wariti,-7.7270039,112.1407774,Desa Mejono Kecamatan Plemahan Kabupaten Kediri Kediri
Indian Village,-7.9462444,112.21686944444,Desa Sempu Kec. Ngancar Kabupaten Kediri Kediri
Kampung Anggrek SSP,-7.9431806,112.22328333333,Desa Sempu Kec. Ngancar Kabupaten Kediri Kediri
Kawasan Sri Aji Joyoboyo,-7.6738667,112.08498888889,"Desa Menang, Kec. Pagu Kabupaten Kediri Kediri"
Kawasan Wisata Besuki,-7.8628,111.85648888889,Desa Jugo Kec. Mojo Kabupaten Kediri Kediri
Kawasan Gereja Puh Sarang,-7.8337278,111.94962222222,Desa Puhsarang Kec. Semen Kabupaten Kediri Kediri
Monumen Simpang Lima Gumul,-7.8159056,112.06226388889,Kec. Ngasem Kabupaten Kediri Kediri
Kawasan Wisata Surowono,-7.7416778,112.21604722222,Desa Canggu Kec. Badas Kabupaten Kediri Kediri
Korea Fantasy,-7.9637278,112.18833333333,"Desa Manggis, Kec. Ngancar Kabupaten Kediri Kediri"
Melta waterland Kediri,-7.9683667,112.07991388889,Desa Dawung Kec. Ringinrejo Kabupaten Kediri Kediri
Taman Ria Corah,-7.7766194,112.20096944444,Jl. Letjen Sutoyo Pare Kabupaten Kediri Kediri
Wisata Alaska Alas Karetan,-7.8912167,112.14766944444,Desa Tempurejo Kec. Wates Kabupaten Kediri Kediri
Arca Totok Kerot,-7.7979639,112.07026388889,Desa Bulupasar Kec. Pagu Kabupaten Kediri Kediri
Candi Tegowangi,-7.7346972,112.16124166667,Desa Tegowangi Kec. Plemahan Kabupaten Kediri Kediri
Ndalem Pojok Situs Bungkarno Kediri,-7.9274528,112.09135833333,Desa Pojok Kec. Wates Kabupaten Kediri Kediri
Prasasti Tangkilan,-7.739825,112.11813888889,Desa Padangan Kec. Tangkilan Kabupaten Kediri Kediri
Situs Artefak Brumbung,-7.7992417,112.28839722222,Desa Brumbung Kec. Kepung Kabupaten Kediri Kediri
Situs Adan- Adan,-7.7696889,112.117125,Desa Adan-Adan Kec. Gurah Kabupaten Kediri Kediri
Situs Calon Arang,-7.7969806,112.09037777778,"Desa Sukorejo, Kec. Gurah Kabupaten Kediri Kediri"
Situs Candi Dorok,-7.8178944,112.21851111111,Desa Manggis Kec. Puncu Kabupaten Kediri Kediri
Situs Candi Surowono,-7.7462333,112.21811111111,Desa Canggu Kec. Badas Kabupaten Kediri Kediri
Situs Gambyok,-7.7377083,111.99051388889,Desa Gambyok Kec. Grogol Kabupaten Kediri Kediri
Situs Namba'an,-7.7874361,112.04467222222,Desa Nambaan Kec. Ngasem Kabupaten Kediri Kediri
Situs Prasasti Pohsarang,-7.8342778,111.96021111111,Desa Puhsarang Kec. Semen Kabupaten Kediri Kediri
Situs Semen,-7.7683194,112.07065277778,Desa Semen Kec. Pagu Kabupaten Kediri Kediri
Situs Tondowongso,-7.7903722,112.14250555556,Desa Gayam Kec. Gurah Kabupaten Kediri Kediri
Situs Tunglur,-7.7155917,112.20145555556,Desa Tunglur Kec. Badas Kabupaten Kediri Kediri
Desa Wisata Jambu,-7.7340778,112.14778611111,"Desa Jambu, Kec. Kayen Kidul Kabupaten Kediri Kediri"
Agrowisata Besur,-7.0321719053598,112.27484108156,desa sekaran kecamatan sekaran kabupaten lamongan Lamongan
Pantai Kutang,-6.8815312896673,112.21200369351,desa labuhan kecamatan brondong Kabupaten Lamongan Lamongan
pemandian air panas Brumbun,-6.8991993004442,112.37068808689,desa kranji paciran Kabupaten Lamongan Lamongan
Obyek Wisata Trinil,-6.9305938505198,112.24103632653,Kabupaten Lamongan Lamongan
Simbar Semeru,-8.1738938711599,112.97589919423,"Desa Oro Oro Ombo, Kec. Pronojiwo, Kabupaten Lumajang Lumajang"
Air Terjun Kapas Biru,-8.2202922485173,112.94025949871,"Jl. A. Yani Nomor 02 RT 04 RW 03 Desa Pronojiwo, Kec. Pronojiwo Lumajang"
Air Terjun Trap Sewu,-8.103352646037,113.13006510419,"Jalan Trap Sewu, Dusun Randuagung, Desa Bodang, Kec. Padang, Kabupaten Lumajang Lumajang"
Air Terjun Cuban Telu,-8.0986365778163,113.06642152229,"Dusun Carang Kuning RT 01 RW 05 Desa Jambekumbu, Kec. Pasrujambe Lumajang"
Coban Sriti,-8.214073098927,112.94649441128,"Dusun Jogokereng, RT.006/RW.002, Desa Tamanayu, Kec. Pronojiwo, Kabupaten Lumajang Lumajang"
Taman Bunga You &amp; I Sakura,-8.1391680491271,113.01118392707,"Dsn. Umbulrejo RT 14 RW 04 Desa Sumbermujur, Kec. Candipuro Lumajang"
Makam Mbah Drajid,-8.2799935857918,113.2807869794,"Dusun Talsewu, Desa Wotgalih Kec. Yosowilangun Lumajang"
Pemandian Alam Semeru,-8.1963021885724,112.95671491902,"Dusun Supit, Desa Pronojiwo Kecamatan Pronijiwo Lumajang"
Wisata Alam Hutan Bambu,-8.1470587501139,113.01596164006,"Jl. Kalpataru, Dusun Umbulsari, Desa Sumbermujur, Kec. Candipuro Lumajang"
Kawasan Pantai Dampar Indah,-8.2892743087375,113.07260297261,"Jalan Gondoruso, Kalibendo, Pasirian, Kabupaten Lumajang, Jawa Timur Lumajang"
Kawasan Pendakian Gunung Semeru,-8.01024700102,112.94313043356,"Dsn Besaran  RT 01 RW 01 Desa Ranupani, Kec. Senduro Lumajang"
Candi Gedong Putri,-8.1714300599638,113.08223916231,"Dusun Klopo Sawit, Desa Sumberejo, Kecamatan Candipuro Lumajang"
Sumber Mrutu,-8.0665747803013,113.22626424103,Kabupaten Lumajang Lumajang
Pantai Watu Pecak,-8.2887414802505,113.14017530095,"Dusun Krajan Dua, Desa Selok Awar Awar, Kec. Pasirian Lumajang"
Pantai Mbah Drajid Wotgalih,-8.2941483619644,113.27469935337,"Desa Wotgalih, Kec. Yosowilangun Lumajang"
Sumber Takir Park,-8.1533044513994,113.15425787154,"Dusun Krajan Barat, Desa Jokarto, Kecamatan Tempeh Kabupaten Lumajang, Jawa Timur Lumajang"
Puncak B29 Argosari,-7.9884093751614,113.01827323017,"RT 01 RW 03 Desa Argosari, Kec. Senduro Lumajang"
Sunset Ponit Puncak Sriti,-8.2161818318665,112.94939350603,"Dusun Jogokereng, Desa Tamanayu, Kec. Pronojiwo, Kabupaten Lumajang. Lumajang"
Ranupani,-8.0115643943009,112.94642458258,"Dusun Besaran RT 01 RW 01 Desa Ranupani, Kec. Ranupani Lumajang"
Ranu Klakah,-7.9866157853791,113.26865755916,"Desa Tegalrandu, Kec. Klakah Lumajang"
Panorama Air Terjun Tumpak Sewu,-8.2301283553416,112.91661996432,"Jl. Raya Sidomulyo, Dusun Besukcukit, Desa Sidomulyo, Kec. Pronojiwo Lumajang"
PTPN XII Kebun Kertowono,-8.013969671854,113.13244342804,"Dusun Sidorukun, Desa Gucialit, Kec. Gucialit Lumajang"
Kolam Renang Veteran,-8.1185829813356,113.22033253849,"Jl. Veteran No.93, Desa Karangsari, Kec. Sukodono Lumajang"
Pure Agung Amertha Buana,-8.0546134639465,113.1216678095,"Dusun Sumberagung Desa Pakel, Kec. Yosowilangun Lumajang"
Pemandian Alam Tirtosari View,-8.1390091504085,113.04460819748,"Dusun Sumbersari, Desa Penanggal, Kec. Candipuro Lumajang"
Pemandian Joyokarto,-8.1541128620169,113.15781523565,"Dusun Krajan Timur, Desa Jokarto, Kec. Tempeh Lumajang"
Pemandian Alam Selokambang,-8.1415745227646,113.17360349314,"Desa Purwosono, Kec. Sumbersuko Lumajang"
Pemandian Tirtowono,-8.2044470665763,113.10444976395,"Dusun Kebonsari, Desa Jarit, Kec. Candipuro Lumajang"
Taman Wisata Tambuh Raya Idaman,-8.2232393980037,113.1164312818,"Dusun Kedung Pangkis, Desa Pasirian, Kec. Pasirian, Kabupaten Lumajang Lumajang"
Bumi Perkemahan Glagah Arum,-8.0542870556743,113.06309020103,"Dusun Glagah Arum, Desa Kandangtepus, Kec. Senduro Lumajang"
Water Park,-8.075484705249,113.23513765122,Kawasan Wonorejo Terpadu (KWT) Desa Wonorejo Kec. Kedungjajang Lumajang
Dalan Tegalan Destinasi Wisata dan Budaya,-8.1554381485406,113.23812572038,"Dusun Pasinan, Desa Karangbendo, Kec. Tekung Lumajang"
Candi Randuagung,-8.0762876120933,113.29808059161,"Dusun Krajan Satu, Desa Randuagung, Kec. Randuagung Lumajang"
Museum Daerah Kabupaten Lumajang,-8.0752658660954,113.23600512736,Kawasan Wonorejo Terpadu Lumajang
Pura Mandara Giri Semeru Agung,-8.0916860189032,113.08802220905,"Jl. Serma Dohir, Sumberagung, Kec. Senduro Lumajang"
Desa Kunir Kidul,-8.2197095380777,113.21235312101,"Jl. Kopral Sohin No.5-17, Desa Kunir Kidul, Kec. Kunir Lumajang"
